paperId,title,references,citations
fa72afa9b2cbc8f0d7b05d52548906610ffbb9c5,Neural Machine Translation by Jointly Learning to Align and Translate,0b544dfe355a5070b60986319a3f51fb45d1348e;6471fd1cbc081fb3b7b5b14d6ab9eaaba02b5c17;2e9d221c206e9503ceb452302d68d10e293f2a10,5584efd0f999222370d2ea320ed06999792df9ec
0b544dfe355a5070b60986319a3f51fb45d1348e,Learning Phrase Representations using RNN Encoder–Decoder for Statistical Machine Translation,2e9d221c206e9503ceb452302d68d10e293f2a10,9f3b92b8f824ae193d73bc2d96285638d68b3d04;e6d8dc93b709f804f51ac6a1e76457476dbea733
6471fd1cbc081fb3b7b5b14d6ab9eaaba02b5c17,Generating Sequences With Recurrent Neural Networks,2e9d221c206e9503ceb452302d68d10e293f2a10;2e5f2b57f4c476dd69dc22ccdf547e48f40a994c,
174bbdb96252454cbb40a9c4e53335996235a008,Fast and Accurate Shift-Reduce Constituent Parsing,78a9513e70f596077179101f6cb6eadc51602039,7345843e87c81e24e42264859b214d26042f8d51;47570e7f63e296f224a0e7f9a0d08b0de3cbaf40
f52de7242e574b70410ca6fb70b79c811919fc00,"Learning Accurate, Compact, and Interpretable Tree Annotation",,47570e7f63e296f224a0e7f9a0d08b0de3cbaf40
78a9513e70f596077179101f6cb6eadc51602039,Effective Self-Training for Parsing,,7345843e87c81e24e42264859b214d26042f8d51;47570e7f63e296f224a0e7f9a0d08b0de3cbaf40;174bbdb96252454cbb40a9c4e53335996235a008
2e9d221c206e9503ceb452302d68d10e293f2a10,Long Short-Term Memory,,55e2b598f95cf862bcdc5001fea93e4326f0a2dd;18f93abd3968eefae9c79cefc8315051ce8493b4;027d5b93fc50032c6ffbc5ec4d3b21c534269d25;202c996fee7c3e4e522280be7f21acd3672df30d;378fde67e596434448e57e76ff8dc6dca01c1932;f6e4485e2f02f65ac4874a1d4758006af2301dc9;d6d02ecb3de1a177a3ae81444112068cfa369f93;94caf637e38ca701d33ebc76e7040ee5adb84e27;5584efd0f999222370d2ea320ed06999792df9ec;f44773343f6870d4a0e612e5668a71e9c922ee41;9f3b92b8f824ae193d73bc2d96285638d68b3d04;f3b51788b9ca47e70cc14af3c0143111dc7f838b;a93fc70e0f722f1c7e7c07aef25e54037e06b1c9;d73a0f8385a7b46df761ed8bd402c94f6518e838;e19cc27a61ae39c5b707becbddc11141045c553a;fc8746f598c714f187b00e80d3468f039c1885cd;18ec1c6911931d9cc8d1d05ea24d6a27cae0a485;25815ec66adabfef0508aef2e8ca82469eb9fa09;72a8a687df6844030d553e1de221239b2a57c1b1;7467f35122c6ab4d190b63bf387556859ae9172d;7467f35122c6ab4d190b63bf387556859ae9172d
34f25a8704614163c4095b3ee2fc969b60de4698,Dropout: a simple way to prevent neural networks from overfitting,,
2e5f2b57f4c476dd69dc22ccdf547e48f40a994c,Gradient Flow in Recurrent Nets: the Difficulty of Learning Long-Term Dependencies,,
1ec504c1b20a1101c2ccd11dab20114f9975ab60,Multi-condition milling cutter wear prediction based on split-channel information re-fusion and domain adaptation,,
faa1a6fcd3fa0824102e45f3ac237699ba02a083,Transformer-based anomaly detection for satellite telemetry data,,
55e2b598f95cf862bcdc5001fea93e4326f0a2dd,Physics-guided hybrid network for predicting nonlinear dynamic response of structures under bi-directional ground motions,,
18f93abd3968eefae9c79cefc8315051ce8493b4,Real-time flight trajectory optimization for TF/TA using an enhanced RBF-LSTM network with attention mechanisms,,
7cc95f026898c12f798f5466cfa108e1060bc099,3D medical image segmentation based on group mixing dual attention,,
c4bd1b1dcce98538d0e80599dc2b2bbd00dee912,Adaptive Multi-Scale Convolution and Local Attention for single-channel EEG sleep staging,,
7face457c24f9db59cf13e51162203e4d006e3ce,FER-VMamba: A robust facial expression recognition framework with global compact attention and hierarchical feature interaction,,
027d5b93fc50032c6ffbc5ec4d3b21c534269d25,Machine learning approaches for automated software traceability: A systematic literature review,,
7e70ba952b14a8e0510445d24ba00d0d07fdb02a,Remaining useful life prediction of lithium battery based on deep reinforcement learning fusion network,,
202c996fee7c3e4e522280be7f21acd3672df30d,Enhancing nonlinear dependencies of Mamba via negative feedback for time series forecasting,,
0e7e4b9be491c9881e9390fe086706a587a8b947,Adaptive Information Mesh for multimodal brain tumor segmentation,,
7e56c00f5f8a262eab33adf5b6c0f8dfe4b5d47d,Attention-based model for reliable and active benefit estimation in index tuning,,
69d26bc088a895ba59361de56f5ec8ba8bf1858c,A novel photovoltaic cell defect detection method: A deep learning model based on multi-scale enhanced feature extraction,,
7d58c6e6405132fb1a890936374153d46e51289b,An enhanced encoder-decoder network for temporomandibular joint segmentation in magnetic resonance images,,
378fde67e596434448e57e76ff8dc6dca01c1932,Mutual transfer learning for cuff-less blood pressure estimation using photoplethysmography-based visibility graphs,,
69606fb383446c5e319c6a0ad162b6e7e7a25bc0,Diffusion model based on stochastic differential equation with transformer for stock price prediction,,
f6e4485e2f02f65ac4874a1d4758006af2301dc9,Hierarchical multi-scale matched masked autoencoder for industrial multi-rate time series modeling,,
81a4bfbca7133bd889c3574c9df9ee775fd3d150,Improving robustness of Transformers for power quality disturbance classification via optimized relevance maps,,
e8e0e1885282499096df25e4e5d2c53e8ffc491a,Inverse structural design with generative and probabilistic autoencoders and diffusion models,,
d6d02ecb3de1a177a3ae81444112068cfa369f93,Spatiotemporal feature fusion modeling for multistep prediction of strip temperature in continuous annealing processes,,
9dc94ec8c895906b9b328b594ec82a11eab53475,Multi-Modal Vision Transformer for high-resolution soil texture prediction of German agricultural soils using remote sensing imagery,,
d35283bd687102a520c08842061e620c13845237,Electroencephalography-based emotion recognition using a dual-stream multi-scale spatiotemporal convolutional capsule network,,
b39b57a34d63b1785f67a1c9c42ffc0e09f00a7b,Multivariate Time Series forecasting based on temporal decomposition and graph neural network,,
97b21c0eacefa09e634f9f8cb10432f84d1f3588,A Multi-Scale Sparse Channel Transformer Network for image reconstruction of astronomical bright source contamination,,
2f50722207fa8882b8321796f029d2fbee7dc2ac,Temporal-frequency joint hierarchical transformer with dynamic windows for speech emotion recognition,,
0276efb16c5732026e1644f66b83a691f6c0bb6a,A multi-scale perception network for infrared thermal image super-resolution in welding,,
a635d3a4b53932137be2eddee90918832ae47a54,A deep reinforcement learning optimization algorithm based on heterogeneous graph neural network for hybrid flow shop scheduling problem with finite transportation resources,,
2ca57fbce87b104b25de50a0ccd42840f43316bd,Applications of explainable artificial intelligence in renewable energy research,,
94caf637e38ca701d33ebc76e7040ee5adb84e27,Transformer-based soft sensor of Five day biochemical oxygen demand indicators in the municipal wastewater treatment process,,
903febbba9e4f9a57cada19ebd1942845cc25851,Fuse MetaFormer with convolutional neural networks for three-dimensional model classification,,
700c856207eb09d6ba6b31df8cf73b789c7b3d4c,A large-scale multi-objective optimization framework based on a dual-space attention mechanism,,
88f39166f34eb33a5b1050d2823a8762ec797022,Domain generalization for semantic segmentation of remote sensing images via vision foundation model fine-tuning,,
f6aa2ea93ca99c023791f02012b311ab601233d6,Real-time full-field stress reconstruction for the 3D ship compartment structure using an Img2Img-UNet with Res-Attention,,
bd44a5fe60ab828ec2733f2b0d96d2d9cadd6ce5,Transformer-based actor–critic for adaptive cryptocurrency portfolio rebalancing,,
d84e180d974de42dae81e76eb0134991d3f77a9f,One step measurement of spatiotemporal distributions of refractive-index structure parameter using deep learning,,
5584efd0f999222370d2ea320ed06999792df9ec,A short-term ship motion prediction method based on quaternions and transformer-LSTM model,,
f8831ebd46b6fa75cce9a73f5129d5a84fa47b10,A graph transformer-driven reinforcement learning based on popularity for mining complex network key nodes,,
e3a804cb35eb1f6873249e50d394a2e374cad8bc,An optimisation approach guided by crack variation mechanism in the informer prediction model,,
f301ac8fc2da8ff39b845703c1696451a87117dd,PSCT-Net: A parallel symmetric CNN-transformer hybrid network for medical image segmentation,,
a7b6a9b02b2ade6cffc9dcf4215859456051fb7e,Fractal-domain deep learning with Transformer architecture for SAR ship classification,,
8350beafc52e57b8f45a593e0bd0ffb487cdc4b4,Soil-driven tea quality prediction via lightweight deep learning with rolled tensor representation,,
2844a917017e0cb401759c7c58c348222fcffe54,A consistency regularization-based approach integrating anatomical structural relationships and organ category representations for multi-organ segmentation in pigs,,
777491178cf2a0ad7a58ecfbb9e0ab1f77ddecd6,Robust photovoltaic forecasting under severe data missingness via multi-domain collaboration and covariate interaction,,
ffe285925026c186f9d05b93a33b5c9502a99c27,Separate thermal network (STN): Rapid temperature field prediction network for electronic devices with multiple physical variables in thermal management,,
f44773343f6870d4a0e612e5668a71e9c922ee41,Multi-stage recognition scheme for urban road construction intrusion using fiber-optic distributed acoustic sensing,,
9f3b92b8f824ae193d73bc2d96285638d68b3d04,Ship trajectory prediction based on dual attention diffusion model,,
233f61fe049335a493dd7b66b00356044b0910f6,A sampling interval-adaptive transformer for industrial time sequence modeling with heterogeneou s sampling rates in quality prediction,,
f3b51788b9ca47e70cc14af3c0143111dc7f838b,Reconstructing the full-profile seismic time-history response of buildings based on deep learning and sparse sensor monitoring data,,
5d4f4b387c6931e7b96e0764eeffd7fe00860f9e,Compact convolution transformer with cross-feature aggregation for hand-gesture recognition,,
83c5f30beeb755f238b47c885fe0bb4ef639e653,Critical nodes detection for complex networks via knowledge-guided evolutionary framework,,
9268c8979b8fe2d2ac3cdee03a155a05bd020347,Learning Routing Policy With Spatial Awareness: A Distance-Based Attention Mechanism for Multi-Robot Routing With Time Windows in Multi-Product Delivery,,
f2b559069a6aab7384c0afeb4b1fe2d2a0fe846b,Polyhedral representations with high-frequency for three-dimensional point cloud classification,,
0827824ab53e09b0826c94fda91c770ec3558e3d,Aspect-based sentiment analysis with semantic and syntactic enhanced multi-layer fusion model,,
e7e5ff0c07efd89a1562af3fec0195e2346fe496,Supervised pre-training for feature extraction in cell type annotation of single-cell multi-omics data,,
f33dfcd984a3e2b83ba41c5051a1e82917b5938f,Anomaly detection in distributed systems based on Spatio-Temporal Causal Inference,,
76141224c2a4605704d0c4f12a509987f4d4345a,Gaussian-enhanced reinforcement learning for scalable evasion strategies in multi-agent pursuit-evasion games,,
899e370d0510213ee874ee12f17496fbc17e2124,Unsupervised bidirectional generative smoothing framework with frequency decomposition and attention enhancement,,
5c3bbfff3827bbe6d34f68a8f0893881d22dbcd7,Learning Stage-wise Fusion Transformer for light field saliency detection,,
014f9e941c0629f546fbb6cfc8690df19a471a2a,Knowledge-enhanced spatiotemporal network based on heterogeneous graph generation for silicon content prediction in blast furnace,,
e6d8dc93b709f804f51ac6a1e76457476dbea733,DRL-ED: A deep reinforcement learning with encoder-decoder method for traffic flow prediction,,
8c5d5f10ebe27557d49e21a3fec83e45a88a5ca8,"Automated detection of stages, zones, and plus diseases of Retinopathy of Prematurity using quantum convolutional networks in neonatal fundus images",,
257cd0fdb9cf8fa278ec59a567f5b1bdf74f3ca3,TFF-TL: Transformer based on temporal feature fusion and LSTM for dynamic soft sensor modeling of industrial processes,,
9e59fec00b0f8dc97d45882b7347a45328754700,UCFN: Uncertainty-aware cross-granularity fusion network for visual intention understanding,,
af586ef4b32f5672693a63c3fe07219b4ae330da,Physics-constrained neuroforecasting of time-dependent local scour depths at bridges under unsteady flows,,
01cd393e4e6f2fc4c95fde7bf0413106befd806e,CSSNet: A 3D medical image segmentation network based on compressed sparse dual-branch structure,,
50238f572e518fa200defbb06e6074fd32185f86,Style Mamba-transformer: A hybrid Mamba-transformer unsupervised framework for text style transfer,,
